season,week,game_id,away_team,home_team,away_off_rank,away_def_rank,home_off_rank,home_def_rank,away_score,home_score
2025,8,2025_08_TEN_IND,TEN,IND,29,24,1,11,14,38
2025,8,2025_08_WAS_KC,WAS,KC,7,18,5,4,7,28
2025,9,2025_09_ARI_DAL,ARI,DAL,19,8,2,25,27,17
2025,9,2025_09_ATL_NE,ATL,NE,23,8,5,5,23,24
2025,9,2025_09_BAL_MIA,BAL,MIA,13,21,13,22,28,6
2025,9,2025_09_CAR_GB,CAR,GB,18,18,9,6,16,13
2025,9,2025_09_CHI_CIN,CHI,CIN,15,17,13,26,47,42
2025,9,2025_09_DEN_HOU,DEN,HOU,7,7,19,1,18,15
2025,9,2025_09_IND_PIT,IND,PIT,1,8,12,13,20,27
2025,9,2025_09_JAX_LV,JAX,LV,20,9,25,15,30,29
2025,9,2025_09_KC_BUF,KC,BUF,4,3,7,5,21,28
2025,9,2025_09_LAC_TEN,LAC,TEN,10,12,24,24,27,20
2025,9,2025_09_MIN_DET,MIN,DET,17,10,3,7,27,24
2025,9,2025_09_NO_LA,NO,LA,21,20,12,2,10,34
2025,9,2025_09_SEA_WAS,SEA,WAS,9,4,11,19,38,14
2025,9,2025_09_SF_NYG,SF,NYG,16,11,14,22,34,24
2025,10,2025_10_ARI_SEA,ARI,SEA,18,8,6,3,22,44
2025,10,2025_10_ATL_IND,ATL,IND,22,9,1,10,25,31
2025,10,2025_10_BAL_MIN,BAL,MIN,13,19,17,13,27,19
2025,10,2025_10_BUF_MIA,BUF,MIA,5,6,18,23,13,30
2025,10,2025_10_CLE_NYJ,CLE,NYJ,26,11,21,20,20,27
2025,10,2025_10_DET_WAS,DET,WAS,3,9,14,22,44,22
2025,10,2025_10_JAX_HOU,JAX,HOU,19,11,21,1,29,36
2025,10,2025_10_LA_SF,LA,SF,10,2,16,14,42,26
2025,10,2025_10_LV_DEN,LV,DEN,24,18,7,5,7,10
2025,10,2025_10_NE_TB,NE,TB,4,7,15,9,28,23
2025,10,2025_10_NO_CAR,NO,CAR,23,23,20,17,17,7
2025,10,2025_10_NYG_CHI,NYG,CHI,15,24,9,21,20,24
2025,10,2025_10_PHI_GB,PHI,GB,11,12,12,5,10,7
2025,10,2025_10_PIT_LAC,PIT,LAC,13,16,9,15,10,25
2025,11,2025_11_BAL_CLE,BAL,CLE,11,19,28,13,23,16
2025,11,2025_11_CAR_ATL,CAR,ATL,25,17,26,12,30,27
2025,11,2025_11_CHI_MIN,CHI,MIN,9,21,23,14,19,17
2025,11,2025_11_CIN_PIT,CIN,PIT,16,28,18,16,12,34
2025,11,2025_11_DAL_LV,DAL,LV,5,26,29,16,33,16
2025,11,2025_11_DET_PHI,DET,PHI,2,9,14,7,9,16
2025,11,2025_11_GB_NYG,GB,NYG,17,6,15,25,27,20
2025,11,2025_11_HOU_TEN,HOU,TEN,21,1,30,24,16,13
2025,11,2025_11_KC_DEN,KC,DEN,10,3,10,5,19,22
2025,11,2025_11_LAC_JAX,LAC,JAX,8,10,20,16,6,35
2025,11,2025_11_NYJ_NE,NYJ,NE,24,20,4,7,14,27
2025,11,2025_11_SEA_LA,SEA,LA,3,4,6,2,19,21
2025,11,2025_11_SF_ARI,SF,ARI,13,18,22,15,41,22
2025,11,2025_11_TB_BUF,TB,BUF,13,11,7,8,32,44
2025,11,2025_11_WAS_MIA,WAS,MIA,12,27,19,23,13,16
2025,12,2025_12_ATL_NO,ATL,NO,23,15,25,17,24,10
2025,12,2025_12_BUF_HOU,BUF,HOU,4,11,19,1,19,23
2025,12,2025_12_CAR_SF,CAR,SF,22,16,6,19,9,20
2025,12,2025_12_CLE_LV,CLE,LV,24,13,25,20,24,10
2025,12,2025_12_IND_KC,IND,KC,1,8,9,3,20,23
2025,12,2025_12_JAX_ARI,JAX,ARI,12,10,18,21,27,24
2025,12,2025_12_MIN_GB,MIN,GB,20,12,12,6,6,23
2025,12,2025_12_NE_CIN,NE,CIN,4,8,16,29,26,20
2025,12,2025_12_NYG_DET,NYG,DET,13,28,4,9,27,34
2025,12,2025_12_NYJ_BAL,NYJ,BAL,21,23,10,18,10,23
2025,12,2025_12_PHI_DAL,PHI,DAL,15,7,2,26,21,24
2025,12,2025_12_PIT_CHI,PIT,CHI,11,12,7,22,28,31
2025,12,2025_12_SEA_TEN,SEA,TEN,3,5,26,25,30,24
2025,12,2025_12_TB_LA,TB,LA,10,17,5,2,7,34
2025,13,2025_13_ARI_TB,ARI,TB,19,22,16,23,17,20
2025,13,2025_13_ATL_NYJ,ATL,NYJ,25,13,25,24,24,27
2025,13,2025_13_BUF_PIT,BUF,PIT,6,15,12,18,26,7
2025,13,2025_13_CHI_PHI,CHI,PHI,8,25,18,7,24,15
2025,13,2025_13_CIN_BAL,CIN,BAL,19,30,11,17,32,14
2025,13,2025_13_DEN_WAS,DEN,WAS,17,3,22,26,27,26
2025,13,2025_13_GB_DET,GB,DET,15,5,2,11,31,24
2025,13,2025_13_HOU_IND,HOU,IND,21,2,1,9,20,16
2025,13,2025_13_JAX_TEN,JAX,TEN,13,14,28,27,25,3
2025,13,2025_13_KC_DAL,KC,DAL,10,4,4,28,28,31
2025,13,2025_13_LA_CAR,LA,CAR,7,1,26,19,28,31
2025,13,2025_13_LV_LAC,LV,LAC,29,21,20,10,14,31
2025,13,2025_13_MIN_SEA,MIN,SEA,24,16,3,6,0,26
2025,13,2025_13_NO_MIA,NO,MIA,29,20,23,19,17,21
2025,13,2025_13_NYG_NE,NYG,NE,14,29,5,8,15,33
2025,13,2025_13_SF_CLE,SF,CLE,9,17,27,12,26,8
2025,14,2025_14_CHI_GB,CHI,GB,6,24,9,5,21,28
2025,14,2025_14_CIN_BUF,CIN,BUF,14,31,4,11,34,39
2025,14,2025_14_DAL_DET,DAL,DET,2,29,3,14,30,44
2025,14,2025_14_DEN_LV,DEN,LV,12,4,27,25,24,17
2025,14,2025_14_HOU_KC,HOU,KC,19,1,8,6,20,10
2025,14,2025_14_IND_JAX,IND,JAX,1,8,10,10,19,36
2025,14,2025_14_LA_ARI,LA,ARI,5,2,18,23,45,17
2025,14,2025_14_MIA_NYJ,MIA,NYJ,21,17,22,26,34,10
2025,14,2025_14_NO_TB,NO,TB,26,20,15,22,24,20
2025,14,2025_14_PHI_LAC,PHI,LAC,17,8,16,9,19,22
2025,14,2025_14_PIT_BAL,PIT,BAL,13,18,11,19,27,22
2025,14,2025_14_SEA_ATL,SEA,ATL,3,3,23,15,37,9
2025,14,2025_14_TEN_CLE,TEN,CLE,28,28,25,13,31,29
2025,14,2025_14_WAS_MIN,WAS,MIN,20,27,24,16,0,31
2025,15,2025_15_ARI_HOU,ARI,HOU,18,25,17,1,20,40
2025,15,2025_15_ATL_TB,ATL,TB,24,19,15,22,29,28
2025,15,2025_15_BAL_CIN,BAL,CIN,12,21,11,31,24,0
2025,15,2025_15_BUF_NE,BUF,NE,5,13,6,5,35,31
2025,15,2025_15_CAR_NO,CAR,NO,25,15,27,20,17,20
2025,15,2025_15_CLE_CHI,CLE,CHI,26,16,7,24,3,31
2025,15,2025_15_DET_LA,DET,LA,1,17,4,3,34,41
2025,15,2025_15_GB_DEN,GB,DEN,9,6,13,4,26,34
2025,15,2025_15_IND_SEA,IND,SEA,5,12,2,2,16,18
2025,15,2025_15_LAC_KC,LAC,KC,15,9,10,7,16,13
2025,15,2025_15_LV_PHI,LV,PHI,29,23,16,9,0,31
2025,15,2025_15_MIA_PIT,MIA,PIT,19,14,13,18,15,28
2025,15,2025_15_MIN_DAL,MIN,DAL,23,11,3,30,34,26
2025,15,2025_15_NYJ_JAX,NYJ,JAX,22,26,8,10,20,48
2025,15,2025_15_TEN_SF,TEN,SF,28,28,14,8,24,37
2025,15,2025_15_WAS_NYG,WAS,NYG,21,27,20,29,29,21
2025,16,2025_16_ATL_ARI,ATL,ARI,26,19,21,24,26,19
2025,16,2025_16_BUF_CLE,BUF,CLE,3,15,29,17,23,20
2025,16,2025_16_CIN_MIA,CIN,MIA,20,29,23,15,45,21
2025,16,2025_16_GB_CHI,GB,CHI,10,7,9,18,16,22
2025,16,2025_16_JAX_DEN,JAX,DEN,8,9,12,3,34,20
2025,16,2025_16_KC_TEN,KC,TEN,15,4,30,25,9,26
2025,16,2025_16_LAC_DAL,LAC,DAL,19,8,4,28,34,17
2025,16,2025_16_LA_SEA,LA,SEA,2,3,5,2,37,38
2025,16,2025_16_LV_HOU,LV,HOU,31,22,17,1,21,23
2025,16,2025_16_MIN_NYG,MIN,NYG,25,12,22,26,16,13
2025,16,2025_16_NE_BAL,NE,BAL,7,6,14,14,28,24
2025,16,2025_16_NYJ_NO,NYJ,NO,27,27,29,17,6,29
2025,16,2025_16_PHI_WAS,PHI,WAS,18,5,24,23,29,18
2025,16,2025_16_PIT_DET,PIT,DET,13,16,1,20,29,24
2025,16,2025_16_SF_IND,SF,IND,11,10,6,11,48,27
2025,16,2025_16_TB_CAR,TB,CAR,16,21,28,13,20,23
2025,17,2025_17_ARI_CIN,ARI,CIN,18,28,13,31,14,37
2025,17,2025_17_BAL_GB,BAL,GB,13,15,11,9,41,24
2025,17,2025_17_CHI_SF,CHI,SF,9,18,8,11,38,42
2025,17,2025_17_DAL_WAS,DAL,WAS,5,30,21,26,30,23
2025,17,2025_17_DEN_KC,DEN,KC,12,5,17,4,20,13
2025,17,2025_17_DET_MIN,DET,MIN,2,22,23,11,10,23
2025,17,2025_17_HOU_LAC,HOU,LAC,16,1,14,8,20,16
2025,17,2025_17_JAX_IND,JAX,IND,7,10,6,17,23,17
2025,17,2025_17_LA_ATL,LA,ATL,1,6,22,20,24,27
2025,17,2025_17_NE_NYJ,NE,NYJ,7,7,25,29,42,10
2025,17,2025_17_NO_TEN,NO,TEN,26,13,27,25,34,26
2025,17,2025_17_NYG_LV,NYG,LV,20,27,29,24,34,10
2025,17,2025_17_PHI_BUF,PHI,BUF,14,3,4,14,13,12
2025,17,2025_17_PIT_CLE,PIT,CLE,10,16,28,19,6,13
2025,17,2025_17_SEA_CAR,SEA,CAR,3,2,24,12,27,10
2025,17,2025_17_TB_MIA,TB,MIA,15,23,19,21,17,20
2025,18,2025_18_ARI_LA,ARI,LA,23,27,1,8,20,37
2025,18,2025_18_BAL_PIT,BAL,PIT,11,17,15,15,24,26
2025,18,2025_18_CAR_TB,CAR,TB,27,16,18,22,14,16
2025,18,2025_18_CLE_CIN,CLE,CIN,31,14,12,29,20,18
2025,18,2025_18_DAL_NYG,DAL,NYG,4,30,21,24,17,34
2025,18,2025_18_DET_CHI,DET,CHI,3,22,10,21,19,16
2025,18,2025_18_GB_MIN,GB,MIN,13,11,26,10,3,16
2025,18,2025_18_IND_HOU,IND,HOU,7,18,16,1,30,38
2025,18,2025_18_KC_LV,KC,LV,20,6,32,23,12,14
2025,18,2025_18_LAC_DEN,LAC,DEN,17,7,14,4,3,19
2025,18,2025_18_MIA_NE,MIA,NE,22,20,5,5,10,38
2025,18,2025_18_NO_ATL,NO,ATL,29,16,24,19,17,19
2025,18,2025_18_NYJ_BUF,NYJ,BUF,28,28,6,12,8,35
2025,18,2025_18_SEA_SF,SEA,SF,2,2,8,13,13,3
2025,18,2025_18_TEN_JAX,TEN,JAX,30,26,9,9,7,41
2025,18,2025_18_WAS_PHI,WAS,PHI,25,25,19,3,24,17
