season,week,game_id,away_team,home_team,away_off_rank,away_def_rank,home_off_rank,home_def_rank,away_score,home_score
2024,1,2024_01_PIT_ATL,PIT,ATL,1,1,1,1,18,10
2024,1,2024_01_TEN_CHI,TEN,CHI,1,1,1,1,17,24
2024,1,2024_01_WAS_TB,WAS,TB,1,1,1,1,20,37
2024,2,2024_02_ATL_PHI,ATL,PHI,17,5,3,13,22,21
2024,2,2024_02_BUF_MIA,BUF,MIA,3,12,12,4,31,10
2024,2,2024_02_CHI_HOU,CHI,HOU,10,4,6,11,13,19
2024,2,2024_02_CIN_KC,CIN,KC,17,3,8,7,25,26
2024,2,2024_02_CLE_JAX,CLE,JAX,15,15,15,7,18,13
2024,2,2024_02_IND_GB,IND,GB,8,13,6,16,10,16
2024,2,2024_02_LAC_CAR,LAC,CAR,11,2,17,18,26,3
2024,2,2024_02_LA_ARI,LA,ARI,12,10,7,16,10,41
2024,2,2024_02_LV_BAL,LV,BAL,17,8,12,11,26,23
2024,2,2024_02_NO_DAL,NO,DAL,1,2,4,4,44,19
2024,2,2024_02_NYG_WAS,NYG,WAS,18,12,12,17,18,21
2024,2,2024_02_NYJ_TEN,NYJ,TEN,13,14,15,9,24,17
2024,2,2024_02_PIT_DEN,PIT,DEN,14,2,12,10,13,6
2024,2,2024_02_SEA_NE,SEA,NE,9,7,16,2,23,20
2024,2,2024_02_SF_MIN,SF,MIN,5,6,7,1,17,23
2024,2,2024_02_TB_DET,TB,DET,2,7,9,7,20,16
2024,3,2024_03_BAL_DAL,BAL,DAL,12,17,7,19,28,25
2024,3,2024_03_CAR_LV,CAR,LV,24,21,16,12,36,22
2024,3,2024_03_CHI_IND,CHI,IND,15,6,15,12,16,21
2024,3,2024_03_DEN_TB,DEN,TB,22,8,4,6,26,7
2024,3,2024_03_DET_ARI,DET,ARI,13,9,2,11,20,13
2024,3,2024_03_GB_TEN,GB,TEN,11,11,18,14,30,14
2024,3,2024_03_HOU_MIN,HOU,MIN,10,9,8,3,7,34
2024,3,2024_03_JAX_BUF,JAX,BUF,21,7,3,7,10,47
2024,3,2024_03_KC_ATL,KC,ATL,6,12,19,8,22,17
2024,3,2024_03_LAC_PIT,LAC,PIT,10,1,20,2,10,20
2024,3,2024_03_MIA_SEA,MIA,SEA,21,14,9,9,3,24
2024,3,2024_03_NE_NYJ,NE,NYJ,16,5,12,15,3,24
2024,3,2024_03_NYG_CLE,NYG,CLE,23,15,17,13,21,15
2024,3,2024_03_PHI_NO,PHI,NO,5,16,1,4,15,12
2024,3,2024_03_SF_LA,SF,LA,9,10,21,20,24,27
2024,3,2024_03_WAS_CIN,WAS,CIN,14,18,17,10,38,33
2024,4,2024_04_BUF_BAL,BUF,BAL,1,7,9,20,10,35
2024,4,2024_04_CIN_CAR,CIN,CAR,11,21,22,27,34,24
2024,4,2024_04_CLE_LV,CLE,LV,21,16,15,22,16,20
2024,4,2024_04_DAL_NYG,DAL,NYG,6,25,24,15,20,15
2024,4,2024_04_DEN_NYJ,DEN,NYJ,19,6,12,8,10,9
2024,4,2024_04_JAX_HOU,JAX,HOU,25,23,17,19,20,24
2024,4,2024_04_KC_LAC,KC,LAC,7,13,15,3,17,10
2024,4,2024_04_LA_CHI,LA,CHI,16,26,18,10,18,24
2024,4,2024_04_MIN_GB,MIN,GB,3,2,7,11,31,29
2024,4,2024_04_NE_SF,NE,SF,26,10,8,17,13,30
2024,4,2024_04_NO_ATL,NO,ATL,2,5,22,12,24,26
2024,4,2024_04_PHI_TB,PHI,TB,10,14,13,13,16,33
2024,4,2024_04_PIT_IND,PIT,IND,20,1,15,12,24,27
2024,4,2024_04_SEA_DET,SEA,DET,8,4,14,9,29,42
2024,4,2024_04_TEN_MIA,TEN,MIA,23,20,27,18,31,12
2024,4,2024_04_WAS_ARI,WAS,ARI,5,24,4,15,42,14
2024,5,2024_05_ARI_SF,ARI,SF,10,24,7,10,24,23
2024,5,2024_05_BAL_CIN,BAL,CIN,5,15,8,23,41,38
2024,5,2024_05_BUF_HOU,BUF,HOU,2,11,14,18,20,23
2024,5,2024_05_CAR_CHI,CAR,CHI,19,27,16,8,10,36
2024,5,2024_05_CLE_WAS,CLE,WAS,21,14,3,21,13,34
2024,5,2024_05_DAL_PIT,DAL,PIT,9,23,18,2,20,17
2024,5,2024_05_GB_LA,GB,LA,6,16,18,26,24,19
2024,5,2024_05_IND_JAX,IND,JAX,13,13,23,25,34,37
2024,5,2024_05_LV_DEN,LV,DEN,15,20,22,3,18,34
2024,5,2024_05_MIA_NE,MIA,NE,25,22,24,14,15,10
2024,5,2024_05_NO_KC,NO,KC,1,6,11,7,13,26
2024,5,2024_05_NYG_SEA,NYG,SEA,23,12,8,13,29,20
2024,5,2024_05_NYJ_MIN,NYJ,MIN,17,5,4,4,17,23
2024,5,2024_05_TB_ATL,TB,ATL,9,9,18,13,30,36
2024,6,2024_06_ARI_GB,ARI,GB,10,18,6,11,13,34
2024,6,2024_06_ATL_CAR,ATL,CAR,15,14,25,23,38,20
2024,6,2024_06_BUF_NYJ,BUF,NYJ,3,10,21,5,23,20
2024,6,2024_06_CIN_NYG,CIN,NYG,4,22,23,9,17,7
2024,6,2024_06_CLE_PHI,CLE,PHI,26,15,24,7,16,20
2024,6,2024_06_DET_DAL,DET,DAL,16,4,13,15,47,9
2024,6,2024_06_HOU_NE,HOU,NE,17,13,28,8,41,21
2024,6,2024_06_IND_TEN,IND,TEN,11,16,26,6,20,17
2024,6,2024_06_JAX_CHI,JAX,CHI,18,21,14,5,16,35
2024,6,2024_06_LAC_DEN,LAC,DEN,27,1,19,2,23,16
2024,6,2024_06_PIT_LV,PIT,LV,22,2,19,19,32,13
2024,6,2024_06_SF_SEA,SF,SEA,8,10,9,13,36,24
2024,6,2024_06_TB_NO,TB,NO,7,13,4,7,51,27
2024,6,2024_06_WAS_BAL,WAS,BAL,1,14,2,17,23,30
2024,7,2024_07_BAL_TB,BAL,TB,2,21,1,17,41,31
2024,7,2024_07_CAR_WAS,CAR,WAS,21,27,1,19,7,40
2024,7,2024_07_CIN_CLE,CIN,CLE,6,23,23,17,21,14
2024,7,2024_07_DEN_NO,DEN,NO,18,6,3,20,33,10
2024,7,2024_07_DET_MIN,DET,MIN,7,5,12,2,31,29
2024,7,2024_07_HOU_GB,HOU,GB,11,15,5,12,22,24
2024,7,2024_07_KC_SF,KC,SF,16,3,5,14,28,18
2024,7,2024_07_LAC_ARI,LAC,ARI,25,1,13,24,15,17
2024,7,2024_07_LV_LA,LV,LA,19,24,24,16,15,20
2024,7,2024_07_MIA_IND,MIA,IND,27,11,12,16,10,16
2024,7,2024_07_NE_JAX,NE,JAX,26,18,17,26,16,32
2024,7,2024_07_NYJ_PIT,NYJ,PIT,17,8,15,4,15,37
2024,7,2024_07_PHI_NYG,PHI,NYG,20,10,22,12,28,3
2024,7,2024_07_SEA_ATL,SEA,ATL,10,22,8,15,34,14
2024,7,2024_07_TEN_BUF,TEN,BUF,22,9,4,13,10,34
2024,8,2024_08_ARI_MIA,ARI,MIA,14,24,27,8,28,27
2024,8,2024_08_ATL_TB,ATL,TB,11,22,2,26,31,26
2024,8,2024_08_BAL_CLE,BAL,CLE,1,25,24,18,24,29
2024,8,2024_08_BUF_SEA,BUF,SEA,3,9,6,19,31,10
2024,8,2024_08_CAR_DEN,CAR,DEN,23,29,17,4,14,28
2024,8,2024_08_CHI_WAS,CHI,WAS,15,2,1,14,15,18
2024,8,2024_08_DAL_SF,DAL,SF,20,21,6,16,24,30
2024,8,2024_08_GB_JAX,GB,JAX,4,10,17,28,30,27
2024,8,2024_08_IND_HOU,IND,HOU,13,13,10,17,20,23
2024,8,2024_08_KC_LV,KC,LV,16,3,21,27,27,20
2024,8,2024_08_MIN_LA,MIN,LA,9,5,22,15,20,30
2024,8,2024_08_NO_LAC,NO,LAC,8,25,25,1,8,26
2024,8,2024_08_NYG_PIT,NYG,PIT,26,13,12,2,18,26
2024,8,2024_08_NYJ_NE,NYJ,NE,19,12,26,23,22,25
2024,8,2024_08_PHI_CIN,PHI,CIN,18,6,7,20,37,17
2024,8,2024_08_TEN_DET,TEN,DET,25,11,5,7,14,52
2024,9,2024_09_CHI_ARI,CHI,ARI,19,2,14,23,9,29
2024,9,2024_09_DAL_ATL,DAL,ATL,20,21,9,18,21,27
2024,9,2024_09_DEN_BAL,DEN,BAL,16,3,1,25,10,41
2024,9,2024_09_DET_GB,DET,GB,4,6,6,11,24,14
2024,9,2024_09_HOU_NYJ,HOU,NYJ,11,15,20,11,13,21
2024,9,2024_09_IND_MIN,IND,MIN,15,12,11,7,13,21
2024,9,2024_09_JAX_PHI,JAX,PHI,17,28,18,5,23,28
2024,9,2024_09_LAC_CLE,LAC,CLE,23,1,22,17,27,10
2024,9,2024_09_LA_SEA,LA,SEA,21,13,10,18,26,20
2024,9,2024_09_LV_CIN,LV,CIN,21,26,8,22,24,41
2024,9,2024_09_MIA_BUF,MIA,BUF,27,9,5,8,27,30
2024,9,2024_09_NE_TEN,NE,TEN,24,20,25,19,17,20
2024,9,2024_09_NO_CAR,NO,CAR,13,24,24,29,22,23
2024,9,2024_09_TB_KC,TB,KC,3,27,16,4,24,30
2024,9,2024_09_WAS_NYG,WAS,NYG,2,10,26,14,27,22
2024,10,2024_10_ATL_NO,ATL,NO,8,19,11,25,17,20
2024,10,2024_10_BUF_IND,BUF,IND,3,8,16,13,30,20
2024,10,2024_10_CIN_BAL,CIN,BAL,6,24,1,21,34,35
2024,10,2024_10_DEN_KC,DEN,KC,18,7,12,3,14,16
2024,10,2024_10_DET_HOU,DET,HOU,5,4,13,15,26,23
2024,10,2024_10_MIA_LA,MIA,LA,29,11,21,14,23,15
2024,10,2024_10_MIN_JAX,MIN,JAX,10,5,15,28,12,7
2024,10,2024_10_NE_CHI,NE,CHI,26,20,19,4,19,3
2024,10,2024_10_NYG_CAR,NYG,CAR,28,16,25,29,17,20
2024,10,2024_10_NYJ_ARI,NYJ,ARI,20,10,11,18,6,31
2024,10,2024_10_PHI_DAL,PHI,DAL,14,6,20,23,34,6
2024,10,2024_10_PIT_WAS,PIT,WAS,17,2,2,12,28,27
2024,10,2024_10_SF_TB,SF,TB,9,9,4,26,23,20
2024,10,2024_10_TEN_LAC,TEN,LAC,27,17,23,1,17,27
2024,11,2024_11_ATL_DEN,ATL,DEN,6,19,17,7,6,38
2024,11,2024_11_BAL_PIT,BAL,PIT,1,23,13,2,16,18
2024,11,2024_11_CIN_LAC,CIN,LAC,5,25,18,1,27,34
2024,11,2024_11_CLE_NO,CLE,NO,27,11,9,21,14,35
2024,11,2024_11_GB_CHI,GB,CHI,8,9,21,5,20,19
2024,11,2024_11_HOU_DAL,HOU,DAL,10,18,20,24,34,10
2024,11,2024_11_IND_NYJ,IND,NYJ,15,17,20,12,28,27
2024,11,2024_11_JAX_DET,JAX,DET,16,26,3,6,6,52
2024,11,2024_11_KC_BUF,KC,BUF,12,4,2,8,21,30
2024,11,2024_11_LA_NE,LA,NE,19,13,24,14,28,22
2024,11,2024_11_LV_MIA,LV,MIA,22,22,28,10,19,34
2024,11,2024_11_MIN_TEN,MIN,TEN,11,3,25,20,23,13
2024,11,2024_11_SEA_SF,SEA,SF,14,15,7,10,20,17
2024,11,2024_11_WAS_PHI,WAS,PHI,2,13,7,4,18,26
2024,12,2024_12_ARI_SEA,ARI,SEA,13,11,17,15,6,16
2024,12,2024_12_BAL_LAC,BAL,LAC,2,24,18,1,30,23
2024,12,2024_12_DAL_WAS,DAL,WAS,23,27,4,18,34,26
2024,12,2024_12_DEN_LV,DEN,LV,15,6,23,26,29,19
2024,12,2024_12_DET_IND,DET,IND,1,4,14,20,24,6
2024,12,2024_12_KC_CAR,KC,CAR,12,8,27,29,30,27
2024,12,2024_12_MIN_CHI,MIN,CHI,11,3,22,7,30,27
2024,12,2024_12_NE_MIA,NE,MIA,24,19,25,12,15,34
2024,12,2024_12_PHI_LA,PHI,LA,8,5,19,16,37,20
2024,12,2024_12_PIT_CLE,PIT,CLE,16,2,28,19,19,24
2024,12,2024_12_SF_GB,SF,GB,10,13,10,9,10,38
2024,12,2024_12_TB_NYG,TB,NYG,6,23,29,13,30,7
2024,12,2024_12_TEN_HOU,TEN,HOU,26,22,9,14,32,27
2024,13,2024_13_ARI_MIN,ARI,MIN,17,11,10,4,22,23
2024,13,2024_13_CHI_DET,CHI,DET,21,8,2,2,20,23
2024,13,2024_13_CLE_DEN,CLE,DEN,29,16,12,6,32,41
2024,13,2024_13_HOU_JAX,HOU,JAX,9,17,23,27,23,20
2024,13,2024_13_IND_NE,IND,NE,19,19,27,22,25,24
2024,13,2024_13_LAC_ATL,LAC,ATL,18,1,17,19,17,13
2024,13,2024_13_LA_NO,LA,NO,20,20,13,15,21,14
2024,13,2024_13_LV_KC,LV,KC,24,26,11,9,17,19
2024,13,2024_13_MIA_GB,MIA,GB,22,11,8,10,17,30
2024,13,2024_13_NYG_DAL,NYG,DAL,30,14,21,28,20,27
2024,13,2024_13_PHI_BAL,PHI,BAL,7,5,1,24,24,19
2024,13,2024_13_PIT_CIN,PIT,CIN,15,3,6,25,44,38
2024,13,2024_13_SEA_NYJ,SEA,NYJ,16,13,25,12,26,21
2024,13,2024_13_SF_BUF,SF,BUF,14,15,4,7,10,35
2024,13,2024_13_TB_CAR,TB,CAR,5,18,28,29,26,23
2024,13,2024_13_TEN_WAS,TEN,WAS,26,23,3,21,19,42
2024,14,2024_14_ATL_MIN,ATL,MIN,18,17,9,4,21,42
2024,14,2024_14_BUF_LA,BUF,LA,3,5,19,16,42,44
2024,14,2024_14_CAR_PHI,CAR,PHI,28,28,5,3,16,22
2024,14,2024_14_CHI_SF,CHI,SF,21,8,14,18,13,38
2024,14,2024_14_CIN_DAL,CIN,DAL,4,27,20,26,27,20
2024,14,2024_14_CLE_PIT,CLE,PIT,27,22,10,5,14,27
2024,14,2024_14_GB_DET,GB,DET,6,8,1,2,31,34
2024,14,2024_14_JAX_TEN,JAX,TEN,23,26,26,24,10,6
2024,14,2024_14_LAC_KC,LAC,KC,17,1,11,7,17,19
2024,14,2024_14_LV_TB,LV,TB,25,25,4,19,13,28
2024,14,2024_14_NO_NYG,NO,NYG,12,14,29,13,14,11
2024,14,2024_14_NYJ_MIA,NYJ,MIA,24,12,22,11,26,32
2024,14,2024_14_SEA_ARI,SEA,ARI,13,10,16,9,30,18
2024,15,2024_15_ATL_LV,ATL,LV,17,22,25,27,15,9
2024,15,2024_15_BAL_NYG,BAL,NYG,3,20,30,13,35,14
2024,15,2024_15_BUF_DET,BUF,DET,2,6,1,2,48,42
2024,15,2024_15_CHI_MIN,CHI,MIN,22,8,9,4,12,30
2024,15,2024_15_CIN_TEN,CIN,TEN,6,26,28,24,37,27
2024,15,2024_15_DAL_CAR,DAL,CAR,19,28,26,29,30,14
2024,15,2024_15_GB_SEA,GB,SEA,7,7,13,9,30,13
2024,15,2024_15_IND_DEN,IND,DEN,20,15,12,2,13,31
2024,15,2024_15_KC_CLE,KC,CLE,11,5,27,23,21,7
2024,15,2024_15_LA_SF,LA,SF,14,21,11,18,12,6
2024,15,2024_15_MIA_HOU,MIA,HOU,21,12,11,10,12,20
2024,15,2024_15_NE_ARI,NE,ARI,29,17,16,11,17,30
2024,15,2024_15_NYJ_JAX,NYJ,JAX,23,16,24,25,32,25
2024,15,2024_15_PIT_PHI,PIT,PHI,10,3,8,2,13,27
2024,15,2024_15_TB_LAC,TB,LAC,5,19,18,1,40,17
2024,15,2024_15_WAS_NO,WAS,NO,4,14,15,12,20,19
2024,16,2024_16_ARI_CAR,ARI,CAR,13,8,25,29,30,36
2024,16,2024_16_CLE_CIN,CLE,CIN,27,23,5,28,6,24
2024,16,2024_16_DEN_LAC,DEN,LAC,9,1,17,1,27,34
2024,16,2024_16_DET_CHI,DET,CHI,1,5,22,9,34,17
2024,16,2024_16_HOU_KC,HOU,KC,11,7,10,3,19,27
2024,16,2024_16_JAX_LV,JAX,LV,23,25,26,24,14,19
2024,16,2024_16_LA_NYJ,LA,NYJ,14,21,19,15,19,9
2024,16,2024_16_MIN_SEA,MIN,SEA,8,2,12,12,27,24
2024,16,2024_16_NE_BUF,NE,BUF,28,20,2,10,21,24
2024,16,2024_16_NO_GB,NO,GB,15,11,7,6,0,34
2024,16,2024_16_NYG_ATL,NYG,ATL,29,17,18,22,7,34
2024,16,2024_16_PHI_WAS,PHI,WAS,8,1,6,13,33,36
2024,16,2024_16_PIT_BAL,PIT,BAL,9,4,3,19,17,34
2024,16,2024_16_SF_MIA,SF,MIA,13,14,21,11,17,29
2024,16,2024_16_TB_DAL,TB,DAL,4,16,16,27,24,26
2024,16,2024_16_TEN_IND,TEN,IND,24,26,20,18,30,38
2024,17,2024_17_ARI_LA,ARI,LA,14,12,17,15,9,13
2024,17,2024_17_ATL_WAS,ATL,WAS,19,17,4,16,24,30
2024,17,2024_17_BAL_HOU,BAL,HOU,3,17,13,8,31,2
2024,17,2024_17_CAR_TB,CAR,TB,26,28,5,18,14,48
2024,17,2024_17_DAL_PHI,DAL,PHI,20,26,8,5,7,41
2024,17,2024_17_DEN_CIN,DEN,CIN,10,4,6,24,24,30
2024,17,2024_17_DET_SF,DET,SF,1,7,16,17,40,34
2024,17,2024_17_GB_MIN,GB,MIN,7,6,9,2,25,27
2024,17,2024_17_IND_NYG,IND,NYG,21,19,31,21,33,45
2024,17,2024_17_KC_PIT,KC,PIT,11,3,12,7,29,10
2024,17,2024_17_LAC_NE,LAC,NE,18,1,29,20,40,7
2024,17,2024_17_LV_NO,LV,NO,28,23,22,14,25,10
2024,17,2024_17_MIA_CLE,MIA,CLE,23,9,30,22,20,3
2024,17,2024_17_NYJ_BUF,NYJ,BUF,24,13,2,10,14,40
2024,17,2024_17_SEA_CHI,SEA,CHI,15,11,26,12,6,3
2024,17,2024_17_TEN_JAX,TEN,JAX,25,27,27,25,13,20
2024,18,2024_18_BUF_NE,BUF,NE,2,11,27,25,16,23
2024,18,2024_18_CAR_ATL,CAR,ATL,24,31,16,20,44,38
2024,18,2024_18_CHI_GB,CHI,GB,26,12,8,6,24,22
2024,18,2024_18_CIN_PIT,CIN,PIT,6,28,14,7,19,17
2024,18,2024_18_CLE_BAL,CLE,BAL,29,24,3,13,10,35
2024,18,2024_18_HOU_TEN,HOU,TEN,17,16,24,29,23,14
2024,18,2024_18_JAX_IND,JAX,IND,24,27,16,26,23,26
2024,18,2024_18_KC_DEN,KC,DEN,11,2,10,5,0,38
2024,18,2024_18_LAC_LV,LAC,LV,12,1,25,24,34,20
2024,18,2024_18_MIA_NYJ,MIA,NYJ,21,8,23,21,20,32
2024,18,2024_18_MIN_DET,MIN,DET,9,4,1,9,9,31
2024,18,2024_18_NO_TB,NO,TB,22,18,4,17,19,27
2024,18,2024_18_NYG_PHI,NYG,PHI,28,23,7,3,13,20
2024,18,2024_18_SEA_LA,SEA,LA,18,10,19,15,30,25
2024,18,2024_18_SF_ARI,SF,ARI,13,22,15,14,24,47
2024,18,2024_18_WAS_DAL,WAS,DAL,5,19,20,30,23,19
2025,1,2025_01_ARI_NO,ARI,NO,1,1,1,1,20,13
2025,1,2025_01_BAL_BUF,BAL,BUF,1,1,1,1,40,41
2025,1,2025_01_CAR_JAX,CAR,JAX,1,1,1,1,10,26
2025,1,2025_01_CIN_CLE,CIN,CLE,1,1,1,1,17,16
2025,1,2025_01_DAL_PHI,DAL,PHI,1,1,1,1,20,24
2025,1,2025_01_DET_GB,DET,GB,1,1,1,1,13,27
2025,1,2025_01_HOU_LA,HOU,LA,1,1,1,1,9,14
2025,1,2025_01_KC_LAC,KC,LAC,1,1,1,1,21,27
2025,1,2025_01_LV_NE,LV,NE,1,1,1,1,20,13
2025,1,2025_01_MIA_IND,MIA,IND,1,1,1,1,8,33
2025,1,2025_01_MIN_CHI,MIN,CHI,1,1,1,1,27,24
2025,1,2025_01_NYG_WAS,NYG,WAS,1,1,1,1,6,21
2025,1,2025_01_PIT_NYJ,PIT,NYJ,1,1,1,1,34,32
2025,1,2025_01_SF_SEA,SF,SEA,1,1,1,1,17,13
2025,1,2025_01_TB_ATL,TB,ATL,1,1,1,1,23,20
2025,1,2025_01_TEN_DEN,TEN,DEN,1,1,1,1,12,20
2025,2,2025_02_ATL_MIN,ATL,MIN,11,12,6,13,22,6
2025,2,2025_02_BUF_NYJ,BUF,NYJ,1,19,5,18,30,10
2025,2,2025_02_CAR_ARI,CAR,ARI,17,14,11,6,22,27
2025,2,2025_02_CHI_DET,CHI,DET,8,15,15,15,21,52
2025,2,2025_02_CLE_BAL,CLE,BAL,13,9,2,20,17,41
2025,2,2025_02_DEN_IND,DEN,IND,11,5,4,2,28,29
2025,2,2025_02_JAX_CIN,JAX,CIN,7,4,12,8,27,31
2025,2,2025_02_LAC_LV,LAC,LV,6,11,11,6,20,9
2025,2,2025_02_LA_TEN,LA,TEN,14,3,16,10,33,19
2025,2,2025_02_NE_MIA,NE,MIA,15,10,19,17,33,27
2025,2,2025_02_NYG_DAL,NYG,DAL,20,11,11,13,37,40
2025,2,2025_02_PHI_KC,PHI,KC,8,10,10,15,20,17
2025,2,2025_02_SEA_PIT,SEA,PIT,15,9,3,16,31,17
2025,2,2025_02_SF_NO,SF,NO,12,6,15,10,26,21
2025,2,2025_02_TB_HOU,TB,HOU,9,10,18,7,20,19
2025,2,2025_02_WAS_GB,WAS,GB,10,1,6,6,18,27
2025,3,2025_03_ARI_SF,ARI,SF,10,7,14,6,15,16
2025,3,2025_03_ATL_CAR,ATL,CAR,15,2,21,17,0,30
2025,3,2025_03_CIN_MIN,CIN,MIN,9,12,20,13,10,48
2025,3,2025_03_DAL_CHI,DAL,CHI,5,19,12,23,14,31
2025,3,2025_03_DEN_LAC,DEN,LAC,9,11,10,3,20,23
2025,3,2025_03_DET_BAL,DET,BAL,3,15,1,18,38,30
2025,3,2025_03_GB_CLE,GB,CLE,6,4,20,18,10,13
2025,3,2025_03_HOU_JAX,HOU,JAX,24,6,7,11,10,17
2025,3,2025_03_IND_TEN,IND,TEN,4,8,22,17,41,20
2025,3,2025_03_KC_NYG,KC,NYG,17,14,14,19,22,9
2025,3,2025_03_LA_PHI,LA,PHI,10,1,13,9,26,33
2025,3,2025_03_LV_WAS,LV,WAS,23,5,16,5,24,41
2025,3,2025_03_MIA_BUF,MIA,BUF,18,22,2,16,21,31
2025,3,2025_03_NO_SEA,NO,SEA,19,13,13,6,13,44
2025,3,2025_03_NYJ_TB,NYJ,TB,15,21,14,10,27,29
2025,3,2025_03_PIT_NE,PIT,NE,8,20,11,14,21,14
2025,4,2025_04_BAL_KC,BAL,KC,1,25,17,7,20,37
2025,4,2025_04_CAR_NE,CAR,NE,16,6,17,14,13,42
2025,4,2025_04_CHI_LV,CHI,LV,8,23,21,16,25,24
2025,4,2025_04_CIN_DEN,CIN,DEN,19,21,14,12,3,28
2025,4,2025_04_CLE_DET,CLE,DET,25,14,2,18,10,34
2025,4,2025_04_GB_DAL,GB,DAL,15,1,9,22,40,40
2025,4,2025_04_IND_LA,IND,LA,2,7,10,10,20,27
2025,4,2025_04_JAX_SF,JAX,SF,12,5,18,3,26,21
2025,4,2025_04_LAC_NYG,LAC,NYG,12,4,22,19,18,21
2025,4,2025_04_MIN_PIT,MIN,PIT,5,7,11,17,21,24
2025,4,2025_04_NO_BUF,NO,BUF,24,20,3,15,19,31
2025,4,2025_04_NYJ_MIA,NYJ,MIA,13,23,20,26,21,27
2025,4,2025_04_PHI_TB,PHI,TB,7,11,11,13,31,25
2025,4,2025_04_SEA_ARI,SEA,ARI,4,2,16,5,23,20
2025,4,2025_04_TEN_HOU,TEN,HOU,23,24,27,5,0,26
2025,4,2025_04_WAS_ATL,WAS,ATL,6,8,26,9,27,34
2025,5,2025_05_DAL_NYJ,DAL,NYJ,5,27,15,25,37,22
2025,5,2025_05_DEN_PHI,DEN,PHI,14,2,7,13,21,17
2025,5,2025_05_DET_CIN,DET,CIN,1,13,26,24,37,24
2025,5,2025_05_HOU_BAL,HOU,BAL,25,1,3,28,44,10
2025,5,2025_05_KC_JAX,KC,JAX,13,7,14,4,28,31
2025,5,2025_05_LV_IND,LV,IND,20,19,4,10,6,40
2025,5,2025_05_MIA_CAR,MIA,CAR,17,23,22,16,24,27
2025,5,2025_05_MIN_CLE,MIN,CLE,10,8,27,21,21,17
2025,5,2025_05_NE_BUF,NE,BUF,10,9,2,14,23,20
2025,5,2025_05_NYG_NO,NYG,NO,23,20,24,26,14,26
2025,5,2025_05_SF_LA,SF,LA,19,6,12,9,26,23
2025,5,2025_05_TB_SEA,TB,SEA,13,17,6,2,38,35
2025,5,2025_05_TEN_ARI,TEN,ARI,28,25,18,5,22,21
2025,5,2025_05_WAS_LAC,WAS,LAC,8,15,16,3,27,10
2025,6,2025_06_ARI_IND,ARI,IND,18,5,2,4,27,31
2025,6,2025_06_BUF_ATL,BUF,ATL,3,14,27,3,14,24
2025,6,2025_06_CHI_WAS,CHI,WAS,20,15,8,9,25,24
2025,6,2025_06_CIN_GB,CIN,GB,25,25,17,2,18,27
2025,6,2025_06_CLE_PIT,CLE,PIT,28,17,22,7,9,23
2025,6,2025_06_DAL_CAR,DAL,CAR,4,24,19,16,27,30
2025,6,2025_06_DEN_NYJ,DEN,NYJ,12,2,13,26,13,11
2025,6,2025_06_DET_KC,DET,KC,1,13,10,11,17,30
2025,6,2025_06_LAC_MIA,LAC,MIA,21,7,15,23,29,27
2025,6,2025_06_LA_BAL,LA,BAL,11,11,6,27,17,3
2025,6,2025_06_NE_NO,NE,NO,10,9,23,20,25,19
2025,6,2025_06_PHI_NYG,PHI,NYG,10,12,24,18,17,34
2025,6,2025_06_SEA_JAX,SEA,JAX,5,10,9,8,20,12
2025,6,2025_06_SF_TB,SF,TB,16,7,7,19,19,30
2025,6,2025_06_TEN_LV,TEN,LV,28,22,26,21,10,20
2025,7,2025_07_ATL_SF,ATL,SF,27,4,20,15,10,20
2025,7,2025_07_CAR_NYJ,CAR,NYJ,15,21,21,26,13,6
2025,7,2025_07_GB_ARI,GB,ARI,16,5,17,14,27,23
2025,7,2025_07_HOU_SEA,HOU,SEA,25,1,5,9,19,27
2025,7,2025_07_IND_LAC,IND,LAC,1,8,18,12,38,24
2025,7,2025_07_LA_JAX,LA,JAX,12,7,13,10,35,7
2025,7,2025_07_LV_KC,LV,KC,26,22,8,11,0,31
2025,7,2025_07_MIA_CLE,MIA,CLE,14,27,29,21,6,31
2025,7,2025_07_NE_TEN,NE,TEN,9,10,28,25,31,13
2025,7,2025_07_NO_CHI,NO,CHI,24,24,19,17,14,26
2025,7,2025_07_NYG_DEN,NYG,DEN,22,20,17,2,32,33
2025,7,2025_07_PHI_MIN,PHI,MIN,11,19,21,3,28,22
2025,7,2025_07_PIT_CIN,PIT,CIN,23,6,26,28,31,33
2025,7,2025_07_TB_DET,TB,DET,6,23,2,18,9,24
2025,7,2025_07_WAS_DAL,WAS,DAL,7,13,3,29,22,44
2025,8,2025_08_BUF_CAR,BUF,CAR,11,9,19,13,40,9
2025,8,2025_08_CHI_BAL,CHI,BAL,15,15,20,25,16,30
2025,8,2025_08_CLE_NE,CLE,NE,26,13,6,7,13,32
2025,8,2025_08_DAL_DEN,DAL,DEN,2,27,12,6,24,44
2025,8,2025_08_GB_PIT,GB,PIT,13,5,17,11,35,25
2025,8,2025_08_MIA_ATL,MIA,ATL,21,26,27,3,34,10
2025,8,2025_08_MIN_LAC,MIN,LAC,19,5,16,16,10,37
2025,8,2025_08_NYG_PHI,NYG,PHI,14,20,10,17,20,38
2025,8,2025_08_NYJ_CIN,NYJ,CIN,23,22,22,28,39,38
2025,8,2025_08_SF_HOU,SF,HOU,19,10,24,1,15,26
2025,8,2025_08_TB_NO,TB,NO,9,19,25,23,23,3
